0,1,2,3,4
2024_8_5]13]3]58,139130,139130,"['270', '10', '4740', '82', '2667', '350', '167', '3868', '7397', '4844', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]3]59,006800,006800,"['1625', '4514', '2335', '658', '2836', '1629', '1192', '885', '1382', '13322', '1520', '4693', '200', '450', '11', '209', '224', '632', '3000', '3216']","['-6710', '-6720', '-6730', '-6740', '-6750', '-6760', '-6770', '-6780', '-6790', '-6800', '-6810', '-6820', '-6830', '-6840', '-6850', '-6860', '-6870', '-6880', '-6890', '-6900']"
2024_8_5]13]3]59,042670,042670,"['62', '1342', '2941', '10563', '4599', '1706', '2645', '1024', '4818', '1671', '8961', '541', '1665', '550', '867', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]3]59,082640,082640,"['61', '370', '1376', '5544', '87', '6257', '3083', '2287', '9469', '81', '607', '249', '1001', '774', '11', '771', '2030', '2450', '122', '32']","['-7880', '-7890', '-7900', '-7910', '-7920', '-7930', '-7940', '-7950', '-7960', '-7970', '-7980', '-7990', '-8030', '-8050', '-8060', '-8070', '-8080', '-8090', '-8100', '-8110']"
2024_8_5]13]3]59,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5635', '1925', '889', '1455', '528', '2', '2531', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]3]59,028670,028670,"['11045', '579', '3241', '7079', '17282', '12975', '88270', '22840', '7572', '414', '2064', '1832', '4688', '1352', '3450', '3214', '12163', '2849', '120', '345']","['-3470', '-3475', '-3480', '-3485', '-3490', '-3495', '-3500', '-3505', '-3510', '-3515', '-3520', '-3525', '-3530', '-3535', '-3540', '-3545', '-3550', '-3555', '-3560', '-3565']"
2024_8_5]13]3]59,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '46', '4545', '1599', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]0,003690,003690,"['298', '1473', '359', '9921', '21050', '9283', '9861', '9105', '8895', '1794', '6315', '8', '1000', '2710', '10926', '2816', '101', '525', '224', '1']","['-7860', '-7870', '-7880', '-7890', '-7900', '-7910', '-7920', '-7930', '-7940', '-7950', '-7960', '-7970', '-7990', '-8000', '-8010', '-8020', '-8030', '-8040', '-8050', '-8060']"
2024_8_5]13]4]0,042670,042670,"['62', '1342', '2941', '10563', '4599', '1706', '2645', '1307', '4818', '1671', '8961', '541', '1665', '550', '867', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]0,047040,047040,"['5604', '1193', '2974', '1544', '5218', '9335', '7856', '10184', '5626', '656', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]0,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '46', '4545', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]0,042670,042670,"['62', '1342', '2941', '10563', '4599', '1706', '2645', '1307', '4818', '1671', '9097', '541', '1665', '550', '867', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]0,082640,082640,"['509', '61', '370', '1376', '5544', '87', '6257', '3082', '2287', '5169', '607', '249', '1001', '774', '11', '771', '2030', '2450', '122', '32']","['-7870', '-7880', '-7890', '-7900', '-7910', '-7920', '-7930', '-7940', '-7950', '-7960', '-7980', '-7990', '-8030', '-8050', '-8060', '-8070', '-8080', '-8090', '-8100', '-8110']"
2024_8_5]13]4]0,042670,042670,"['62', '1342', '2941', '10663', '4599', '1706', '2645', '1307', '4818', '1671', '9097', '541', '1665', '550', '867', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]0,047040,047040,"['5604', '1193', '2974', '1544', '5218', '9335', '7856', '10189', '5626', '656', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]0,073240,073240,"['6523', '13210', '7684', '3371', '1524', '7696', '1434', '4694', '2156', '842', '459', '719', '562', '434', '1000', '520', '122', '397', '503', '465']","['-4595', '-4600', '-4605', '-4610', '-4615', '-4620', '-4625', '-4630', '-4635', '-4640', '-4650', '-4655', '-4660', '-4665', '-4675', '-4680', '-4685', '-4690', '-4695', '-4700']"
2024_8_5]13]4]0,003620,003620,"['766', '2232', '111', '1029', '2318', '177', '7349', '2446', '1258', '178', '1466', '369', '1906', '365', '1122', '2550', '175', '401', '344', '216']","['-5440', '-5450', '-5460', '-5470', '-5480', '-5490', '-5500', '-5510', '-5520', '-5530', '-5540', '-5550', '-5560', '-5580', '-5590', '-5600', '-5610', '-5620', '-5630', '-5640']"
2024_8_5]13]4]0,028670,028670,"['11045', '579', '3241', '7079', '17282', '12975', '88270', '22940', '7572', '414', '2064', '1832', '4688', '1352', '3450', '3214', '12163', '2849', '120', '345']","['-3470', '-3475', '-3480', '-3485', '-3490', '-3495', '-3500', '-3505', '-3510', '-3515', '-3520', '-3525', '-3530', '-3535', '-3540', '-3545', '-3550', '-3555', '-3560', '-3565']"
2024_8_5]13]4]0,042670,042670,"['62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '4818', '1671', '9097', '541', '1665', '550', '867', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]0,073240,073240,"['6523', '13210', '7684', '3371', '1524', '7696', '1434', '4694', '2156', '842', '586', '719', '562', '434', '1000', '520', '122', '397', '503', '465']","['-4595', '-4600', '-4605', '-4610', '-4615', '-4620', '-4625', '-4630', '-4635', '-4640', '-4650', '-4655', '-4660', '-4665', '-4675', '-4680', '-4685', '-4690', '-4695', '-4700']"
2024_8_5]13]4]1,006800,006800,"['1625', '4514', '2335', '658', '2836', '1629', '1192', '885', '1382', '13322', '1520', '4693', '200', '450', '11', '209', '224', '632', '3000', '3216']","['-6710', '-6720', '-6730', '-6740', '-6750', '-6760', '-6770', '-6780', '-6790', '-6800', '-6810', '-6820', '-6830', '-6840', '-6850', '-6860', '-6870', '-6880', '-6890', '-6900']"
2024_8_5]13]4]1,082640,082640,"['509', '61', '370', '1376', '5544', '87', '6257', '3082', '2287', '5204', '607', '249', '1001', '774', '11', '771', '2030', '2450', '122', '32']","['-7870', '-7880', '-7890', '-7900', '-7910', '-7920', '-7930', '-7940', '-7950', '-7960', '-7980', '-7990', '-8030', '-8050', '-8060', '-8070', '-8080', '-8090', '-8100', '-8110']"
2024_8_5]13]4]1,395400,395400,"['122', '238', '278', '390', '192', '1618', '1163', '3455', '1951', '3380', '1527', '11048', '2008', '555', '4142', '4892', '353', '923', '138', '2720']","['-4915', '-4920', '-4925', '-4930', '-4935', '-4940', '-4945', '-4950', '-4955', '-4960', '-4970', '-4975', '-4980', '-4990', '-4995', '-5000', '-5010', '-5020', '-5030', '-5040']"
2024_8_5]13]4]1,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '889', '1455', '528', '2', '2531', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]1,088350,088350,"['4169', '4199', '15079', '5309', '17139', '7473', '21190', '6647', '2363', '1446', '1802', '2881', '1049', '101', '2874', '3820', '5047', '2453', '6935', '1349']","['-2720', '-2725', '-2730', '-2735', '-2740', '-2745', '-2750', '-2755', '-2760', '-2770', '-2775', '-2785', '-2790', '-2795', '-2800', '-2805', '-2810', '-2815', '-2820', '-2825']"
2024_8_5]13]4]1,139130,139130,"['270', '10', '4740', '82', '2667', '355', '167', '3868', '7397', '4844', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]1,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '486', '1452', '528', '2', '2531', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]1,139130,139130,"['270', '10', '4740', '82', '2667', '355', '167', '3868', '7396', '4844', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]1,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '186', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]1,006800,006800,"['1625', '4514', '2335', '658', '2836', '1629', '1192', '885', '1182', '13322', '1520', '4693', '200', '450', '11', '209', '224', '632', '3000', '3216']","['-6710', '-6720', '-6730', '-6740', '-6750', '-6760', '-6770', '-6780', '-6790', '-6800', '-6810', '-6820', '-6830', '-6840', '-6850', '-6860', '-6870', '-6880', '-6890', '-6900']"
2024_8_5]13]4]1,042670,042670,"['62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '4818', '1671', '9097', '551', '1665', '550', '857', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]1,139130,139130,"['270', '10', '4740', '82', '2667', '355', '167', '3968', '7396', '4844', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]1,395400,395400,"['238', '278', '390', '192', '1618', '1163', '3455', '1951', '3354', '376', '1527', '11048', '2008', '555', '4142', '4892', '353', '923', '138', '2720']","['-4920', '-4925', '-4930', '-4935', '-4940', '-4945', '-4950', '-4955', '-4960', '-4965', '-4970', '-4975', '-4980', '-4990', '-4995', '-5000', '-5010', '-5020', '-5030', '-5040']"
2024_8_5]13]4]2,006800,006800,"['1625', '4514', '2335', '658', '2836', '1629', '1192', '885', '1182', '13322', '1523', '4693', '200', '450', '11', '209', '224', '632', '3000', '3216']","['-6710', '-6720', '-6730', '-6740', '-6750', '-6760', '-6770', '-6780', '-6790', '-6800', '-6810', '-6820', '-6830', '-6840', '-6850', '-6860', '-6870', '-6880', '-6890', '-6900']"
2024_8_5]13]4]2,047040,047040,"['1193', '2974', '1544', '5218', '9335', '7856', '10189', '5626', '656', '1', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3705', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]2,073240,073240,"['6523', '13210', '7684', '3371', '1524', '7696', '1434', '4694', '2156', '842', '557', '719', '562', '434', '1000', '520', '122', '397', '503', '465']","['-4595', '-4600', '-4605', '-4610', '-4615', '-4620', '-4625', '-4630', '-4635', '-4640', '-4650', '-4655', '-4660', '-4665', '-4675', '-4680', '-4685', '-4690', '-4695', '-4700']"
2024_8_5]13]4]2,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '50', '4545', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]2,139130,139130,"['270', '10', '4740', '82', '2667', '355', '167', '3968', '7396', '4775', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]2,395400,395400,"['238', '278', '390', '192', '1618', '1163', '3041', '2365', '3295', '435', '1400', '11175', '2008', '555', '4142', '4892', '353', '923', '138', '2720']","['-4920', '-4925', '-4930', '-4935', '-4940', '-4945', '-4950', '-4955', '-4960', '-4965', '-4970', '-4975', '-4980', '-4990', '-4995', '-5000', '-5010', '-5020', '-5030', '-5040']"
2024_8_5]13]4]2,042670,042670,"['101', '62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '3949', '9097', '551', '1665', '550', '857', '1570', '2067', '1575', '209', '659']","['-6860', '-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]2,047040,047040,"['1193', '2974', '1544', '5218', '9385', '7856', '10189', '5626', '656', '1', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3705', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]2,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '187', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]2,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '437', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]2,028670,028670,"['11045', '579', '3241', '7079', '17282', '12975', '88270', '22940', '7572', '415', '2064', '1832', '4688', '1352', '3450', '3214', '12163', '2849', '120', '345']","['-3470', '-3475', '-3480', '-3485', '-3490', '-3495', '-3500', '-3505', '-3510', '-3515', '-3520', '-3525', '-3530', '-3535', '-3540', '-3545', '-3550', '-3555', '-3560', '-3565']"
2024_8_5]13]4]2,042670,042670,"['101', '62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '3949', '9083', '551', '1665', '550', '857', '1570', '2067', '1575', '209', '659']","['-6860', '-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]3,073240,073240,"['6523', '13210', '7684', '3371', '1524', '7696', '1434', '4694', '2256', '844', '557', '719', '562', '434', '1000', '520', '122', '397', '503', '465']","['-4595', '-4600', '-4605', '-4610', '-4615', '-4620', '-4625', '-4630', '-4635', '-4640', '-4650', '-4655', '-4660', '-4665', '-4675', '-4680', '-4685', '-4690', '-4695', '-4700']"
2024_8_5]13]4]3,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '50', '4542', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]3,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '51', '4542', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]3,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '51', '4815', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]3,088350,088350,"['4169', '4199', '15079', '5309', '17139', '7473', '21190', '6647', '2363', '1479', '1802', '2881', '1049', '101', '2874', '3820', '5047', '2453', '6935', '1349']","['-2720', '-2725', '-2730', '-2735', '-2740', '-2745', '-2750', '-2755', '-2760', '-2770', '-2775', '-2785', '-2790', '-2795', '-2800', '-2805', '-2810', '-2815', '-2820', '-2825']"
2024_8_5]13]4]3,003690,003690,"['298', '1473', '359', '9921', '21050', '9283', '9861', '9105', '8895', '1821', '6315', '8', '1000', '2710', '10926', '2816', '101', '525', '224', '1']","['-7860', '-7870', '-7880', '-7890', '-7900', '-7910', '-7920', '-7930', '-7940', '-7950', '-7960', '-7970', '-7990', '-8000', '-8010', '-8020', '-8030', '-8040', '-8050', '-8060']"
2024_8_5]13]4]3,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '456', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]3,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '62', '4815', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
2024_8_5]13]4]4,006800,006800,"['1625', '4514', '2335', '658', '2836', '1629', '1192', '885', '1182', '13322', '1526', '4693', '200', '450', '11', '209', '224', '632', '3000', '3216']","['-6710', '-6720', '-6730', '-6740', '-6750', '-6760', '-6770', '-6780', '-6790', '-6800', '-6810', '-6820', '-6830', '-6840', '-6850', '-6860', '-6870', '-6880', '-6890', '-6900']"
2024_8_5]13]4]4,047040,047040,"['1193', '2974', '1544', '5218', '9385', '7856', '10189', '5626', '656', '1', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3705', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]4,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '456', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]4,028670,028670,"['11045', '579', '3341', '7079', '17282', '12975', '88270', '22940', '7572', '415', '2064', '1832', '4688', '1352', '3450', '3214', '12163', '2849', '120', '345']","['-3470', '-3475', '-3480', '-3485', '-3490', '-3495', '-3500', '-3505', '-3510', '-3515', '-3520', '-3525', '-3530', '-3535', '-3540', '-3545', '-3550', '-3555', '-3560', '-3565']"
2024_8_5]13]4]4,047040,047040,"['5624', '1193', '2974', '1544', '5218', '9385', '7856', '10189', '5626', '656', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]4,139130,139130,"['270', '10', '4740', '82', '2667', '355', '267', '3968', '7396', '4775', '12442', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]4,139130,139130,"['270', '10', '4740', '82', '2667', '355', '267', '3968', '7396', '4775', '12432', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]4,042670,042670,"['62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '3949', '19', '9083', '551', '1665', '550', '857', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]4,047040,047040,"['5649', '1193', '2974', '1544', '5218', '9385', '7856', '10189', '5626', '656', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]4,139130,139130,"['270', '10', '4740', '82', '2667', '355', '267', '3968', '7396', '4728', '12432', '160', '333', '193', '220', '1883', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]5,042670,042670,"['62', '1342', '2941', '10763', '4599', '1606', '2645', '1307', '3949', '18', '9082', '551', '1665', '550', '857', '1570', '2067', '1575', '209', '659']","['-6870', '-6880', '-6890', '-6900', '-6910', '-6920', '-6930', '-6940', '-6950', '-6960', '-6970', '-6990', '-7000', '-7010', '-7020', '-7030', '-7040', '-7050', '-7060', '-7070']"
2024_8_5]13]4]5,047040,047040,"['5649', '1193', '2974', '1544', '5218', '9385', '7856', '10189', '5626', '661', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4214']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]5,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '457', '1240', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]5,139130,139130,"['270', '10', '4740', '82', '2667', '355', '267', '3968', '7396', '4728', '12442', '160', '333', '193', '220', '1873', '464', '322', '1', '24']","['-7560', '-7570', '-7580', '-7590', '-7600', '-7610', '-7620', '-7630', '-7640', '-7650', '-7660', '-7670', '-7680', '-7690', '-7710', '-7720', '-7740', '-7750', '-7760', '-7770']"
2024_8_5]13]4]5,018880,018880,"['6675', '14150', '388', '8259', '1205', '1049', '2224', '5650', '1925', '457', '1239', '528', '2', '2517', '266', '110', '243', '900', '3167', '403']","['-3895', '-3900', '-3905', '-3910', '-3915', '-3920', '-3925', '-3930', '-3935', '-3940', '-3945', '-3950', '-3955', '-3960', '-3965', '-3970', '-3975', '-3980', '-3985', '-3990']"
2024_8_5]13]4]5,047040,047040,"['5649', '1193', '2974', '1544', '5218', '9385', '7918', '10189', '5626', '661', '11156', '1911', '2996', '3149', '69434', '205', '5673', '2', '4597', '4210']","['-3655', '-3660', '-3665', '-3670', '-3675', '-3680', '-3685', '-3690', '-3695', '-3700', '-3710', '-3715', '-3720', '-3725', '-3730', '-3735', '-3740', '-3745', '-3750', '-3755']"
2024_8_5]13]4]5,028670,028670,"['11045', '579', '3341', '7079', '17282', '12975', '88270', '22940', '7572', '415', '2115', '1832', '4688', '1352', '3450', '3214', '12163', '2849', '120', '345']","['-3470', '-3475', '-3480', '-3485', '-3490', '-3495', '-3500', '-3505', '-3510', '-3515', '-3520', '-3525', '-3530', '-3535', '-3540', '-3545', '-3550', '-3555', '-3560', '-3565']"
2024_8_5]13]4]5,138930,138930,"['338', '1565', '343', '2049', '427', '4339', '10685', '3236', '1858', '62', '4815', '1754', '1874', '1', '1210', '432', '52', '1894', '1544', '209']","['-8740', '-8750', '-8760', '-8770', '-8780', '-8790', '-8800', '-8810', '-8820', '-8830', '-8840', '-8850', '-8860', '-8870', '-8880', '-8890', '-8900', '-8910', '-8920', '-8930']"
