0,1,2,3,4
2024_8_6]9]46]3,005940,005940,"['3714', '4280', '1587', '183', '1750', '835', '112', '255', '146', '3', '1125', '78', '19', '294', '1151', '3339', '1702', '1245', '3427', '1614']","['+12810', '+12820', '+12830', '+12840', '+12850', '+12860', '+12870', '+12880', '+12890', '+12900', '+12910', '+12930', '+12940', '+12950', '+12960', '+12970', '+12980', '+12990', '+13000', '+13010']"
2024_8_6]9]46]3,007700,007700,"['9', '1', '45', '10', '119', '500', '27', '24', '9', '1', '5', '131', '23', '11', '21', '43', '64', '11', '12', '21']","['+13150', '+13180', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13260', '+13270', '+13340', '+13350', '+13360', '+13370', '+13380', '+13390', '+13400', '+13410', '+13420', '+13430']"
2024_8_6]9]46]3,010140,010140,"['4088', '1404', '2681', '9884', '2037', '2148', '18069', '11157', '5504', '263', '18592', '26385', '19743', '39813', '51860', '16972', '50593', '52116', '220362', '10839']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]3,015760,015760,"['401', '820', '10792', '2547', '429', '1202', '1294', '2095', '1162', '2069', '738', '6962', '14963', '2035', '1154', '2646', '909', '7147', '3619', '7124']","['+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040', '+19050', '+19060', '+19070']"
2024_8_6]9]46]3,017960,017960,"['785', '761', '106', '335', '142', '2887', '974', '2118', '982', '327', '246', '65', '178', '505', '1036', '1161', '6', '1185', '2921', '6548']","['+11200', '+11210', '+11220', '+11230', '+11240', '+11250', '+11260', '+11270', '+11280', '+11290', '+11330', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11400', '+11410', '+11420']"
2024_8_6]9]46]3,034020,034020,"['2854', '3832', '2068', '1386', '2961', '1082', '3488', '1581', '711', '778', '5731', '2853', '6206', '5765', '10684', '7171', '5689', '2899', '5976', '9759']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]3,079160,079160,"['3118', '2999', '3320', '1841', '1468', '6976', '2543', '1760', '654', '496', '2651', '1592', '3448', '3140', '5295', '7985', '2016', '2077', '1927', '3621']","['+5450', '+5460', '+5470', '+5480', '+5490', '+5500', '+5510', '+5520', '+5530', '+5540', '+5550', '+5560', '+5570', '+5580', '+5590', '+5600', '+5610', '+5620', '+5630', '+5640']"
2024_8_6]9]46]3,103590,103590,"['2220', '1030', '615', '885', '164', '1281', '449', '360', '47', '130', '1180', '2022', '2040', '3557', '2466', '1538', '1084', '4297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]3,323410,323410,"['668', '295', '286', '529', '432', '860', '216', '6185', '39', '12', '2614', '3689', '3135', '14649', '2818', '5103', '4252', '7570', '3031', '13331']","['+19900', '+19910', '+19920', '+19930', '+19940', '+19950', '+19960', '+19970', '+19980', '+19990', '+20050', '+20100', '+20150', '+20200', '+20250', '+20300', '+20350', '+20400', '+20450', '+20500']"
2024_8_6]9]46]3,336260,336260,"['39', '397', '35', '103', '435', '73', '27', '179', '355', '23', '108', '51', '53', '8', '25', '1689', '1997', '4387', '28', '3']","['+17560', '+17570', '+17580', '+17590', '+17600', '+17610', '+17630', '+17640', '+17650', '+17700', '+17750', '+17760', '+17780', '+17810', '+17820', '+17830', '+17840', '+17850', '+17860', '+17870']"
2024_8_6]9]46]3,002350,002350,"['71', '11', '12', '51', '6', '56', '3', '11', '2', '553', '266', '184', '29', '286', '9', '4', '5', '33', '192', '9']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780', '+7800', '+7810']"
2024_8_6]9]46]3,010140,010140,"['4088', '1404', '2663', '9848', '1989', '2148', '18069', '11157', '5504', '263', '18592', '26385', '19743', '39813', '51860', '16972', '50593', '52116', '220362', '10839']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]3,017960,017960,"['785', '761', '106', '335', '142', '2887', '974', '2118', '982', '327', '245', '65', '178', '505', '1036', '1161', '6', '1185', '2921', '6548']","['+11200', '+11210', '+11220', '+11230', '+11240', '+11250', '+11260', '+11270', '+11280', '+11290', '+11330', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11400', '+11410', '+11420']"
2024_8_6]9]46]3,020560,020560,"['1329', '22', '743', '2071', '272', '3413', '1947', '162', '446', '143', '1111', '1152', '988', '237', '516', '363', '27', '175', '437', '310']","['+9350', '+9360', '+9370', '+9380', '+9390', '+9400', '+9410', '+9420', '+9430', '+9440', '+9450', '+9460', '+9470', '+9480', '+9490', '+9500', '+9510', '+9520', '+9530', '+9540']"
2024_8_6]9]46]3,023590,023590,"['1', '7', '1', '4', '97', '11', '130', '150', '63', '3', '240', '242', '45', '45', '57', '51', '600', '13', '65', '163']","['+17360', '+17370', '+17380', '+17390', '+17400', '+17410', '+17420', '+17430', '+17460', '+17470', '+17480', '+17490', '+17520', '+17530', '+17540', '+17570', '+17580', '+17590', '+17600', '+17620']"
2024_8_6]9]46]3,034220,034220,"['577', '621', '1013', '389', '770', '296', '175', '379', '85', '114', '6631', '495', '3266', '346', '4145', '1403', '3529', '2782', '1394', '2455']","['+10560', '+10570', '+10580', '+10590', '+10600', '+10610', '+10620', '+10650', '+10660', '+10670', '+10680', '+10690', '+10700', '+10710', '+10720', '+10730', '+10740', '+10750', '+10760', '+10770']"
2024_8_6]9]46]3,093370,093370,"['530', '566', '149', '384', '59', '102', '6639', '641', '13', '160', '279', '2324', '1891', '1171', '2276', '475', '891', '3088', '898', '630']","['+5720', '+5730', '+5740', '+5750', '+5760', '+5770', '+5780', '+5790', '+5800', '+5810', '+5830', '+5840', '+5850', '+5860', '+5870', '+5880', '+5890', '+5900', '+5910', '+5920']"
2024_8_6]9]46]3,103590,103590,"['2220', '1030', '615', '885', '164', '1281', '449', '360', '47', '130', '1180', '2022', '2040', '3557', '2468', '1538', '1084', '4297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]3,192650,192650,"['2', '53', '1310', '73', '80', '57', '275', '492', '460', '1', '967', '5310', '96', '51', '900', '1', '576', '162', '1098', '2142']","['+8130', '+8140', '+8150', '+8160', '+8170', '+8180', '+8190', '+8200', '+8210', '+8220', '+8230', '+8240', '+8250', '+8260', '+8270', '+8290', '+8300', '+8310', '+8320', '+8330']"
2024_8_6]9]46]3,272210,272210,"['1961', '1239', '1505', '2400', '2608', '3684', '1567', '440', '771', '22', '451', '2675', '6620', '1713', '1103', '2980', '2069', '1314', '310', '499']","['+18850', '+18860', '+18870', '+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040']"
2024_8_6]9]46]3,316140,316140,"['3365', '1495', '4558', '3917', '1058', '2776', '2266', '7551', '6204', '10140', '5128', '5459', '3770', '7538', '11489', '22647', '4500', '1838', '2423', '1425']","['+14400', '+14410', '+14420', '+14430', '+14440', '+14450', '+14460', '+14470', '+14480', '+14490', '+14500', '+14510', '+14520', '+14530', '+14540', '+14550', '+14560', '+14570', '+14580', '+14590']"
2024_8_6]9]46]3,002350,002350,"['71', '11', '12', '51', '6', '56', '3', '536', '2', '28', '196', '70', '184', '29', '286', '9', '4', '5', '33', '192']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7650', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780', '+7800']"
2024_8_6]9]46]3,003540,003540,"['46', '180', '351', '64', '1226', '36', '1037', '58', '524', '48', '39', '27', '23', '64', '21', '22', '1291', '203', '767', '830']","['+16120', '+16130', '+16140', '+16150', '+16160', '+16170', '+16180', '+16190', '+16200', '+16210', '+16220', '+16250', '+16260', '+16280', '+16290', '+16300', '+16310', '+16320', '+16330', '+16340']"
2024_8_6]9]46]3,003570,003570,"['224', '1150', '397', '172', '219', '652', '183', '718', '192', '556', '784', '305', '711', '490', '234', '594', '764', '363', '61', '58']","['+20650', '+20700', '+20750', '+20800', '+20850', '+20900', '+20950', '+21000', '+21050', '+21100', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650']"
2024_8_6]9]46]3,003850,003850,"['6', '165', '105', '110', '354', '152', '932', '1490', '227', '137', '46', '685', '6637', '13', '1004', '1', '29', '255', '439', '745']","['+9730', '+9740', '+9750', '+9780', '+9790', '+9800', '+9810', '+9820', '+9830', '+9840', '+9860', '+9870', '+9880', '+9890', '+9900', '+9910', '+9920', '+9930', '+9940', '+9950']"
2024_8_6]9]46]3,005250,005250,"['50', '10', '10', '674', '353', '19', '1126', '1078', '393', '1', '1', '475', '847', '105', '50', '55', '50', '18', '10', '10']","['+14290', '+14300', '+14350', '+14390', '+14400', '+14430', '+14530', '+14540', '+14550', '+14560', '+14570', '+14590', '+14600', '+14610', '+14620', '+14630', '+14640', '+14650', '+14660', '+14690']"
2024_8_6]9]46]3,006360,006360,"['250', '1', '1', '10', '45', '295', '1081', '50', '34', '72', '333', '899', '836', '172', '249', '116', '95', '1554', '209', '40']","['+17770', '+17780', '+17790', '+17800', '+17810', '+17820', '+17830', '+17850', '+17860', '+17870', '+17880', '+17890', '+17900', '+17910', '+17920', '+17930', '+17940', '+17950', '+17960', '+17970']"
2024_8_6]9]46]3,010140,010140,"['4088', '1386', '2663', '9830', '1953', '2130', '18070', '11157', '5504', '559', '18592', '26385', '19743', '39813', '51860', '16972', '50593', '52116', '220362', '10839']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]3,012630,012630,"['8', '25', '37', '107', '35', '136', '60', '1385', '215', '438', '30', '146', '950', '149', '60', '296', '403', '237', '3', '1']","['-9150', '-9160', '-9170', '-9180', '-9190', '-9200', '-9210', '-9220', '-9230', '-9240', '-9260', '-9270', ' 9280', '+9290', '+9300', '+9320', '+9330', '+9340', '+9360', '+9380']"
2024_8_6]9]46]3,015760,015760,"['401', '820', '10792', '2547', '429', '1202', '1294', '2095', '1162', '2069', '738', '6962', '14963', '2035', '1154', '2646', '909', '7147', '3619', '7124']","['+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040', '+19050', '+19060', '+19070']"
2024_8_6]9]46]3,020560,020560,"['1329', '22', '743', '2071', '272', '2516', '2801', '630', '446', '144', '1110', '1153', '988', '237', '516', '363', '27', '175', '437', '310']","['+9350', '+9360', '+9370', '+9380', '+9390', '+9400', '+9410', '+9420', '+9430', '+9440', '+9450', '+9460', '+9470', '+9480', '+9490', '+9500', '+9510', '+9520', '+9530', '+9540']"
2024_8_6]9]46]3,032350,032350,"['754', '1194', '13', '197', '304', '5436', '2076', '334', '821', '1982', '215', '300', '620', '1467', '4825', '2735', '2540', '2688', '1863', '11796']","['+8840', '+8850', '+8860', '+8870', '+8880', '+8890', '+8900', '+8910', '+8920', '+8930', '+8960', '+8970', '+8980', '+8990', '+9000', '+9010', '+9020', '+9030', '+9040', '+9050']"
2024_8_6]9]46]3,032640,032640,"['1340', '1818', '8541', '5191', '6290', '2225', '1024', '1045', '3420', '157', '1394', '1917', '4789', '5081', '2792', '6456', '2680', '4816', '2611', '3540']","['+9780', '+9790', '+9800', '+9810', '+9820', '+9830', '+9840', '+9850', '+9860', '+9870', '+9880', '+9890', '+9900', '+9910', '+9920', '+9930', '+9940', '+9950', '+9960', '+9970']"
2024_8_6]9]46]3,034020,034020,"['2854', '3832', '2068', '1386', '2961', '1082', '3488', '1581', '711', '778', '5731', '2873', '6206', '5765', '10684', '7171', '5689', '2899', '5976', '9759']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]3,082740,082740,"['66', '501', '237', '1000', '760', '316', '402', '104', '243', '710', '1255', '793', '495', '317', '1806', '1869', '74', '1042', '42', '2224']","['+13020', '+13030', '+13040', '+13050', '+13070', '+13080', '+13090', '+13110', '+13120', '+13130', '+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240']"
2024_8_6]9]46]3,088980,088980,"['874', '6351', '10199', '3933', '2199', '5560', '6163', '5083', '6016', '30', '8142', '16030', '10515', '5790', '6756', '9866', '16513', '43733', '1459', '1382']","['+11830', '+11840', '+11850', '+11860', '+11870', '+11880', '+11890', '+11900', '+11910', '+11920', '+11930', '+11940', '+11950', '+11960', '+11970', '+11980', '+11990', '+12000', '+12010', '+12020']"
2024_8_6]9]46]3,103590,103590,"['2220', '1030', '615', '885', '164', '1281', '449', '360', '47', '130', '1180', '2022', '2040', '3557', '2468', '1538', '1084', '4297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]3,300720,300720,"['11', '86', '500', '229', '555', '1', '5951', '321', '347', '476', '151', '71', '1576', '100', '9', '108', '98', '19', '200', '55']","['+13110', '+13120', '+13130', '+13140', '+13160', '+13170', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13260', '+13290', '+13300', '+13330', '+13340', '+13350', '+13360']"
2024_8_6]9]46]3,316140,316140,"['3365', '1495', '4558', '3917', '1058', '2776', '2266', '7551', '6204', '10140', '5127', '5459', '3770', '7538', '11489', '22647', '4500', '1838', '2423', '1425']","['+14400', '+14410', '+14420', '+14430', '+14440', '+14450', '+14460', '+14470', '+14480', '+14490', '+14500', '+14510', '+14520', '+14530', '+14540', '+14550', '+14560', '+14570', '+14580', '+14590']"
2024_8_6]9]46]3,001440,001440,"['0', '0', '0', '0', '0', '0', '0', '619', '2505', '705', '11737', '1964', '1067', '0', '0', '0', '0', '0', '0', '0']","['-0', '-0', '-0', '-0', '-0', '-0', '-0', '+12870', '+12880', '+12890', '+12900', '+12910', '+12920', '-0', '-0', '-0', '-0', '-0', '-0', '-0']"
2024_8_6]9]46]3,003850,003850,"['6', '165', '105', '110', '354', '152', '71', '1943', '227', '137', '46', '685', '6637', '13', '1004', '1', '29', '255', '439', '745']","['+9730', '+9740', '+9750', '+9780', '+9790', '+9800', '+9810', '+9820', '+9830', '+9840', '+9860', '+9870', '+9880', '+9890', '+9900', '+9910', '+9920', '+9930', '+9940', '+9950']"
2024_8_6]9]46]3,005250,005250,"['50', '10', '10', '674', '353', '19', '575', '1078', '667', '1', '466', '847', '105', '50', '55', '50', '18', '10', '10', '84']","['+14290', '+14300', '+14350', '+14390', '+14400', '+14430', '+14530', '+14540', '+14550', '+14560', '+14590', '+14600', '+14610', '+14620', '+14630', '+14640', '+14650', '+14660', '+14690', '+14700']"
2024_8_6]9]46]3,011200,011200,"['359', '1058', '1484', '378', '21', '50', '50', '6688', '344', '904', '7871', '1090', '3570', '1565', '2269', '3909', '2746', '8608', '623', '682']","['+17420', '+17430', '+17440', '+17450', '+17470', '+17480', '+17490', '+17500', '+17510', '+17520', '+17530', '+17540', '+17550', '+17560', '+17570', '+17580', '+17590', '+17600', '+17610', '+17620']"
2024_8_6]9]46]3,012630,012630,"['8', '25', '37', '107', '35', '136', '60', '1385', '215', '438', '30', '146', '950', '149', '60', '296', '403', '237', '3', '1']","['-9150', '-9160', '-9170', '-9180', '-9190', '-9200', '-9210', '-9220', '-9230', '-9240', '-9260', '-9270', ' 9280', '+9290', '+9300', '+9320', '+9330', '+9340', '+9360', '+9380']"
2024_8_6]9]46]3,017960,017960,"['785', '761', '106', '335', '142', '2887', '1040', '2118', '982', '327', '245', '65', '178', '505', '1036', '1161', '6', '1185', '2921', '6548']","['+11200', '+11210', '+11220', '+11230', '+11240', '+11250', '+11260', '+11270', '+11280', '+11290', '+11330', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11400', '+11410', '+11420']"
2024_8_6]9]46]3,020560,020560,"['1329', '22', '743', '2071', '272', '2516', '2375', '1055', '446', '144', '1110', '1153', '988', '237', '516', '363', '27', '175', '437', '310']","['+9350', '+9360', '+9370', '+9380', '+9390', '+9400', '+9410', '+9420', '+9430', '+9440', '+9450', '+9460', '+9470', '+9480', '+9490', '+9500', '+9510', '+9520', '+9530', '+9540']"
2024_8_6]9]46]3,034020,034020,"['2854', '3832', '2068', '1386', '2961', '1082', '3568', '1621', '711', '775', '5731', '2873', '6206', '5765', '10694', '7171', '5689', '2899', '5976', '9759']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]3,034220,034220,"['1472', '577', '621', '1013', '389', '770', '296', '175', '379', '85', '364', '6631', '495', '3266', '346', '4145', '1403', '3529', '2782', '1394']","['+10550', '+10560', '+10570', '+10580', '+10590', '+10600', '+10610', '+10620', '+10650', '+10660', '+10670', '+10680', '+10690', '+10700', '+10710', '+10720', '+10730', '+10740', '+10750', '+10760']"
2024_8_6]9]46]3,035250,035250,"['112', '250', '1441', '940', '568', '469', '227', '1457', '874', '9221', '3353', '2143', '2660', '2100', '2186', '5462', '8630', '1011', '1265', '5518']","['+14030', '+14040', '+14050', '+14060', '+14070', '+14080', '+14090', '+14100', '+14110', '+14120', '+14140', '+14150', '+14160', '+14170', '+14180', '+14190', '+14200', '+14210', '+14220', '+14230']"
2024_8_6]9]46]3,079160,079160,"['3118', '2999', '3320', '1841', '1468', '6976', '2543', '1760', '658', '496', '2651', '1592', '3448', '3140', '5295', '7985', '2016', '2077', '1927', '3621']","['+5450', '+5460', '+5470', '+5480', '+5490', '+5500', '+5510', '+5520', '+5530', '+5540', '+5550', '+5560', '+5570', '+5580', '+5590', '+5600', '+5610', '+5620', '+5630', '+5640']"
2024_8_6]9]46]3,090460,090460,"['3', '633', '828', '359', '821', '212', '525', '2789', '909', '401', '103', '4', '44', '228', '149', '1', '301', '1201', '501', '143']","['+19070', '+19080', '+19090', '+19100', '+19110', '+19120', '+19130', '+19140', '+19150', '+19160', '+19200', '+19210', '+19220', '+19240', '+19250', '+19260', '+19270', '+19280', '+19290', '+19300']"
2024_8_6]9]46]3,103590,103590,"['2220', '1030', '615', '885', '164', '1281', '449', '360', '47', '130', '1180', '2022', '2040', '3557', '2468', '1540', '1084', '4297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]3,272210,272210,"['1961', '1239', '1505', '2400', '2608', '3684', '1567', '440', '771', '22', '451', '2675', '6620', '1713', '1103', '2980', '2069', '1314', '310', '499']","['+18850', '+18860', '+18870', '+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040']"
2024_8_6]9]46]3,336370,336370,"['15', '8', '160', '1127', '38', '131', '173', '1332', '287', '67', '100', '171', '266', '66', '265', '20', '179', '532', '60', '184']","['+13730', '+13740', '+13750', '+13760', '+13770', '+13780', '+13790', '+13800', '+13810', '+13840', '+13860', '+13870', '+13880', '+13890', '+13900', '+13910', '+13920', '+13950', '+13960', '+13970']"
2024_8_6]9]46]3,001800,001800,"['787', '33', '64', '877', '307', '53', '1', '283', '145', '61', '45', '66', '70', '2', '90', '2', '500', '81', '158', '43']","['+14620', '+14630', '+14640', '+14650', '+14670', '+14680', '+14730', '+14750', '+14760', '+14770', '+14790', '+14800', '+14820', '+14830', '+14840', '+14850', '+14860', '+14870', '+14880', '+14890']"
2024_8_6]9]46]3,015760,015760,"['401', '820', '10792', '2547', '429', '1202', '1294', '2095', '1162', '2069', '738', '6962', '14963', '2035', '1154', '2646', '909', '7147', '3619', '7124']","['+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040', '+19050', '+19060', '+19070']"
2024_8_6]9]46]4,001440,001440,"['0', '0', '0', '0', '0', '0', '0', '619', '2505', '703', '11737', '1964', '1067', '0', '0', '0', '0', '0', '0', '0']","['-0', '-0', '-0', '-0', '-0', '-0', '-0', '+12870', '+12880', '+12890', '+12900', '+12910', '+12920', '-0', '-0', '-0', '-0', '-0', '-0', '-0']"
2024_8_6]9]46]4,003850,003850,"['6', '165', '105', '110', '354', '152', '71', '2351', '227', '137', '46', '685', '6637', '13', '1004', '1', '29', '255', '439', '745']","['+9730', '+9740', '+9750', '+9780', '+9790', '+9800', '+9810', '+9820', '+9830', '+9840', '+9860', '+9870', '+9880', '+9890', '+9900', '+9910', '+9920', '+9930', '+9940', '+9950']"
2024_8_6]9]46]4,005250,005250,"['5', '50', '10', '10', '674', '353', '19', '1078', '1241', '1', '466', '847', '105', '50', '55', '50', '18', '10', '10', '84']","['+14280', '+14290', '+14300', '+14350', '+14390', '+14400', '+14430', '+14540', '+14550', '+14560', '+14590', '+14600', '+14610', '+14620', '+14630', '+14640', '+14650', '+14660', '+14690', '+14700']"
2024_8_6]9]46]4,010140,010140,"['4088', '1386', '2663', '9830', '1953', '2130', '18070', '11157', '5504', '559', '18592', '26885', '19743', '39313', '51860', '17172', '50593', '52116', '220362', '10839']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]4,034020,034020,"['2854', '3832', '2068', '1386', '2961', '1082', '3568', '1621', '711', '853', '5731', '2873', '6206', '5765', '10694', '7171', '5689', '2899', '5976', '9759']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
