0,1,2,3,4
2024_8_6]9]46]8,272450,272450,"['1125', '1098', '886', '461', '589', '227', '580', '500', '360', '11', '381', '154', '752', '295', '1683', '100', '30', '21', '323', '197']","['+9970', '+9980', '+9990', '+10000', '+10010', '+10020', '+10030', '+10040', '+10050', '+10060', '+10070', '+10080', '+10090', '+10100', '+10110', '+10120', '+10140', '+10150', '+10180', '+10200']"
2024_8_6]9]46]8,336370,336370,"['8', '160', '1127', '38', '131', '173', '1432', '349', '67', '11', '400', '171', '266', '66', '265', '20', '179', '532', '60', '184']","['+13740', '+13750', '+13760', '+13770', '+13780', '+13790', '+13800', '+13810', '+13840', '+13850', '+13860', '+13870', '+13880', '+13890', '+13900', '+13910', '+13920', '+13950', '+13960', '+13970']"
2024_8_6]9]46]8,353200,353200,"['1340', '41', '10', '7', '104', '193', '118', '329', '149', '31', '263', '46', '40', '126', '6', '36', '106', '960', '1', '404']","['+19650', '+19660', '+19670', '+19700', '+19750', '+19760', '+19770', '+19780', '+19800', '+19810', '+19820', '+19830', '+19840', '+19850', '+19860', '+19870', '+19890', '+19900', '+19940', '+19950']"
2024_8_6]9]46]8,034230,034230,"['787', '210', '361', '275', '447', '93', '116', '127', '7', '430', '126', '464', '111', '1105', '103', '264', '1276', '1253', '1278', '568']","['+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010', '+11020', '+11030', '+11040', '+11050', '+11060', '+11070']"
2024_8_6]9]46]8,001430,001430,"['29', '11', '1', '2', '17', '12', '26', '173', '51', '34', '103', '110', '78', '14', '100', '55', '20', '175', '140', '42']","['+18110', '+18120', '+18130', '+18140', '+18150', '+18160', '+18170', '+18250', '+18260', '+18270', '+18310', '+18320', '+18330', '+18340', '+18350', '+18360', '+18370', '+18380', '+18390', '+18400']"
2024_8_6]9]46]8,002350,002350,"['71', '11', '12', '51', '6', '56', '3', '536', '2', '77', '500', '44', '151', '2', '286', '9', '4', '5', '33', '192']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7650', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780', '+7800']"
2024_8_6]9]46]8,003090,003090,"['1', '1', '224', '1', '1', '1', '414', '53', '101', '30', '144', '96', '95', '80', '73', '59', '945', '50', '41', '61']","['+19690', '+19700', '+19710', '+19720', '+19730', '+19740', '+19760', '+19770', '+19780', '+19790', '+19820', '+19830', '+19840', '+19850', '+19860', '+19890', '+19900', '+19910', '+19920', '+19930']"
2024_8_6]9]46]8,005420,005420,"['18', '6', '117', '127', '74', '98', '3', '150', '24', '15', '9', '142', '15', '109', '307', '510', '21', '361', '375', '1636']","['+18580', '+18590', '+18600', '+18610', '+18630', '+18650', '+18660', '+18680', '+18690', '+18750', '+18810', '+18820', '+18830', '+18870', '+18900', '+18920', '+18940', '+18950', '+18960', '+18970']"
2024_8_6]9]46]8,006360,006360,"['250', '1', '1', '10', '45', '295', '1082', '50', '34', '169', '149', '899', '837', '172', '249', '116', '95', '1554', '209', '40']","['+17770', '+17780', '+17790', '+17800', '+17810', '+17820', '+17830', '+17850', '+17860', '+17870', '+17880', '+17890', '+17900', '+17910', '+17920', '+17930', '+17940', '+17950', '+17960', '+17970']"
2024_8_6]9]46]8,009900,009900,"['128', '155', '50', '5', '2024', '611', '77', '1036', '26', '75', '338', '279', '610', '239', '267', '354', '485', '356', '336', '361']","['+11220', '+11230', '+11250', '+11260', '+11270', '+11280', '+11290', '+11300', '+11310', '+11320', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11400', '+11410', '+11420', '+11430']"
2024_8_6]9]46]8,010140,010140,"['4098', '1386', '2663', '9830', '1953', '2117', '18072', '11175', '7437', '1708', '18484', '26885', '22743', '39313', '51760', '17172', '50593', '52116', '221049', '10903']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]8,011200,011200,"['1484', '379', '21', '50', '51', '6688', '307', '842', '54', '254', '1565', '2269', '3909', '2746', '10010', '623', '682', '553', '1357', '3492']","['+17440', '+17450', '+17470', '+17480', '+17490', '+17500', '+17510', '+17520', '+17530', '+17540', '+17560', '+17570', '+17580', '+17590', '+17600', '+17610', '+17620', '+17630', '+17640', '+17650']"
2024_8_6]9]46]8,024110,024110,"['3822', '1922', '1205', '1331', '1021', '3161', '1198', '1425', '2428', '1039', '1525', '3220', '14971', '233', '1414', '5981', '6642', '1760', '5546', '11072']","['+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13270', '+13280', '+13290', '+13300', '+13310', '+13320', '+13330', '+13340', '+13350']"
2024_8_6]9]46]8,034020,034020,"['2854', '3832', '2068', '1486', '2966', '1333', '3605', '2017', '638', '601', '4850', '7736', '5285', '5765', '10694', '7171', '6359', '2899', '5976', '9819']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]8,034220,034220,"['578', '621', '1013', '389', '770', '296', '175', '844', '83', '681', '4100', '495', '3266', '346', '4145', '1403', '3529', '2782', '1394', '2455']","['+10560', '+10570', '+10580', '+10590', '+10600', '+10610', '+10620', '+10650', '+10660', '+10670', '+10680', '+10690', '+10700', '+10710', '+10720', '+10730', '+10740', '+10750', '+10760', '+10770']"
2024_8_6]9]46]8,082740,082740,"['501', '237', '1000', '760', '316', '402', '104', '159', '794', '25', '449', '767', '395', '317', '1806', '1869', '74', '1042', '42', '2224']","['+13030', '+13040', '+13050', '+13070', '+13080', '+13090', '+13110', '+13120', '+13130', '+13140', '+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240']"
2024_8_6]9]46]8,088980,088980,"['874', '6351', '10190', '3933', '2199', '5560', '6164', '5083', '6016', '30', '8047', '16030', '10515', '5790', '6756', '9866', '16513', '43733', '1459', '1382']","['+11830', '+11840', '+11850', '+11860', '+11870', '+11880', '+11890', '+11900', '+11910', '+11920', '+11930', '+11940', '+11950', '+11960', '+11970', '+11980', '+11990', '+12000', '+12010', '+12020']"
2024_8_6]9]46]8,103590,103590,"['2220', '1030', '615', '885', '664', '1284', '631', '630', '613', '135', '1005', '1873', '2045', '2557', '2468', '1542', '1084', '5297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]8,105630,105630,"['7', '620', '27', '384', '79', '51', '160', '2', '135', '20', '37', '17', '50', '50', '73', '260', '50', '38', '50', '47']","['+17890', '+17900', '+17910', '+17920', '+17930', '+17940', '+17950', '+17960', '+17970', '+17990', '+18010', '+18020', '+18050', '+18080', '+18090', '+18100', '+18110', '+18120', '+18130', '+18140']"
2024_8_6]9]46]8,114090,114090,"['205', '55', '227', '101', '404', '135', '106', '1081', '520', '46', '313', '1024', '1064', '1099', '55', '52', '44', '512', '596', '5']","['+11280', '+11290', '+11300', '+11310', '+11330', '+11340', '+11350', '+11360', '+11370', '+11380', '+11420', '+11430', '+11440', '+11450', '+11460', '+11470', '+11480', '+11490', '+11500', '+11510']"
2024_8_6]9]46]8,214320,214320,"['66', '501', '22', '106', '76', '107', '454', '137', '9', '14', '11', '1', '24', '19', '10', '19', '7', '5', '5', '28']","['+18810', '+18850', '+18860', '+18870', '+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030']"
2024_8_6]9]46]8,272210,272210,"['1961', '1239', '1505', '2400', '2608', '3679', '1052', '980', '771', '288', '1155', '2675', '6620', '1713', '1125', '2980', '2069', '1314', '310', '500']","['+18850', '+18860', '+18870', '+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040']"
2024_8_6]9]46]9,000080,000080,"['50', '223', '545', '660', '88', '1397', '1412', '4869', '5573', '2306', '1368', '7159', '4203', '3302', '4899', '5523', '7388', '1796', '1457', '3024']","['+19930', '+19940', '+19950', '+19960', '+19970', '+19980', '+19990', '+20000', '+20050', '+20100', '+20150', '+20200', '+20250', '+20300', '+20350', '+20400', '+20450', '+20500', '+20550', '+20600']"
2024_8_6]9]46]9,001430,001430,"['29', '11', '1', '2', '17', '12', '24', '173', '51', '34', '103', '110', '78', '14', '100', '55', '20', '175', '140', '42']","['+18110', '+18120', '+18130', '+18140', '+18150', '+18160', '+18170', '+18250', '+18260', '+18270', '+18310', '+18320', '+18330', '+18340', '+18350', '+18360', '+18370', '+18380', '+18390', '+18400']"
2024_8_6]9]46]9,001440,001440,"['0', '0', '0', '0', '0', '0', '0', '619', '2505', '892', '11737', '1764', '1767', '0', '0', '0', '0', '0', '0', '0']","['-0', '-0', '-0', '-0', '-0', '-0', '-0', '+12870', '+12880', '+12890', '+12900', '+12910', '+12920', '-0', '-0', '-0', '-0', '-0', '-0', '-0']"
2024_8_6]9]46]9,001800,001800,"['33', '64', '877', '307', '53', '1', '271', '284', '145', '61', '1', '11', '66', '70', '2', '90', '2', '500', '81', '158']","['+14630', '+14640', '+14650', '+14670', '+14680', '+14730', '+14740', '+14750', '+14760', '+14770', '+14780', '+14790', '+14800', '+14820', '+14830', '+14840', '+14850', '+14860', '+14870', '+14880']"
2024_8_6]9]46]9,002350,002350,"['71', '11', '12', '51', '6', '56', '266', '274', '2', '77', '195', '305', '44', '151', '2', '286', '9', '4', '5', '33']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7640', '+7650', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780']"
2024_8_6]9]46]9,003090,003090,"['1', '1', '224', '1', '1', '1', '516', '53', '101', '30', '1', '144', '96', '95', '80', '73', '59', '945', '50', '41']","['+19690', '+19700', '+19710', '+19720', '+19730', '+19740', '+19760', '+19770', '+19780', '+19790', '+19800', '+19820', '+19830', '+19840', '+19850', '+19860', '+19890', '+19900', '+19910', '+19920']"
2024_8_6]9]46]9,003620,003620,"['1369', '227', '3332', '431', '162', '253', '681', '3439', '937', '4710', '1198', '1033', '1144', '1615', '2870', '2459', '4168', '1730', '6294', '4222']","['+5530', '+5540', '+5550', '+5560', '+5570', '+5580', '+5590', '+5600', '+5610', '+5620', '+5660', '+5670', '+5680', '+5690', '+5700', '+5710', '+5720', '+5730', '+5740', '+5750']"
2024_8_6]9]46]9,005250,005250,"['2', '5', '50', '10', '10', '674', '353', '19', '1110', '1222', '465', '847', '105', '50', '55', '50', '18', '10', '10', '84']","['+14260', '+14280', '+14290', '+14300', '+14350', '+14390', '+14400', '+14430', '+14540', '+14550', '+14590', '+14600', '+14610', '+14620', '+14630', '+14640', '+14650', '+14660', '+14690', '+14700']"
2024_8_6]9]46]9,010140,010140,"['4107', '1386', '2663', '9830', '1953', '2117', '18072', '11175', '7437', '1708', '18584', '26885', '22743', '39313', '51760', '17172', '50593', '52721', '221049', '10903']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]9,011200,011200,"['379', '21', '50', '51', '6688', '307', '842', '54', '145', '109', '1565', '2269', '3909', '2746', '10010', '623', '682', '553', '1357', '3492']","['+17450', '+17470', '+17480', '+17490', '+17500', '+17510', '+17520', '+17530', '+17540', '+17550', '+17560', '+17570', '+17580', '+17590', '+17600', '+17610', '+17620', '+17630', '+17640', '+17650']"
2024_8_6]9]46]9,017960,017960,"['785', '761', '106', '335', '142', '2887', '1040', '2118', '982', '327', '453', '178', '124', '1036', '1161', '6', '1185', '2921', '6548', '1231']","['+11200', '+11210', '+11220', '+11230', '+11240', '+11250', '+11260', '+11270', '+11280', '+11290', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11400', '+11410', '+11420', '+11430']"
2024_8_6]9]46]9,024110,024110,"['3822', '1922', '1205', '1331', '1021', '3161', '1198', '1525', '2428', '1039', '1525', '3220', '14971', '233', '1414', '5981', '6642', '1760', '5546', '11072']","['+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13270', '+13280', '+13290', '+13300', '+13310', '+13320', '+13330', '+13340', '+13350']"
2024_8_6]9]46]9,032640,032640,"['1818', '8541', '5191', '6290', '2225', '1026', '1045', '3420', '487', '455', '1611', '4789', '5081', '2792', '6456', '2680', '4816', '2611', '3540', '2233']","['+9790', '+9800', '+9810', '+9820', '+9830', '+9840', '+9850', '+9860', '+9870', '+9880', '+9890', '+9900', '+9910', '+9920', '+9930', '+9940', '+9950', '+9960', '+9970', '+9980']"
2024_8_6]9]46]9,034020,034020,"['2854', '3832', '2068', '1486', '2966', '1334', '3605', '2017', '638', '751', '4850', '7736', '5285', '5765', '10694', '7171', '6359', '2899', '5976', '9819']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]9,034220,034220,"['578', '621', '1043', '389', '770', '296', '175', '844', '83', '681', '4100', '495', '3266', '346', '4145', '1403', '3529', '2782', '1394', '2455']","['+10560', '+10570', '+10580', '+10590', '+10600', '+10610', '+10620', '+10650', '+10660', '+10670', '+10680', '+10690', '+10700', '+10710', '+10720', '+10730', '+10740', '+10750', '+10760', '+10770']"
2024_8_6]9]46]9,042670,042670,"['15294', '7167', '3696', '6947', '6918', '10649', '6168', '11877', '13401', '2910', '13371', '5388', '4278', '4137', '5380', '5385', '1273', '9604', '36879', '9293']","['+7000', '+7010', '+7020', '+7030', '+7040', '+7050', '+7060', '+7070', '+7080', '+7090', '+7100', '+7110', '+7120', '+7130', '+7140', '+7150', '+7160', '+7170', '+7180', '+7190']"
2024_8_6]9]46]9,088980,088980,"['875', '6351', '10190', '3933', '2199', '5560', '6164', '5083', '6016', '30', '8048', '16030', '10515', '5790', '6756', '9866', '16513', '43733', '1459', '1382']","['+11830', '+11840', '+11850', '+11860', '+11870', '+11880', '+11890', '+11900', '+11910', '+11920', '+11930', '+11940', '+11950', '+11960', '+11970', '+11980', '+11990', '+12000', '+12010', '+12020']"
2024_8_6]9]46]9,103590,103590,"['2220', '1030', '615', '885', '664', '1284', '631', '630', '613', '139', '925', '1874', '2045', '2557', '2468', '1542', '1084', '5297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]9,114090,114090,"['55', '227', '101', '404', '135', '106', '1081', '517', '46', '3', '1', '313', '1024', '1064', '1099', '55', '52', '44', '512', '596']","['+11290', '+11300', '+11310', '+11330', '+11340', '+11350', '+11360', '+11370', '+11380', '+11390', '+11410', '+11420', '+11430', '+11440', '+11450', '+11460', '+11470', '+11480', '+11490', '+11500']"
2024_8_6]9]46]9,272210,272210,"['1961', '1239', '1505', '2400', '2608', '3679', '1052', '980', '771', '288', '1855', '1975', '6620', '1713', '1125', '2980', '2069', '1314', '310', '500']","['+18850', '+18860', '+18870', '+18880', '+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040']"
2024_8_6]9]46]9,316140,316140,"['3365', '1496', '4558', '3917', '1058', '2776', '2266', '7551', '6204', '11211', '4434', '5459', '3770', '7538', '11489', '22647', '4500', '1838', '2423', '1444']","['+14400', '+14410', '+14420', '+14430', '+14440', '+14450', '+14460', '+14470', '+14480', '+14490', '+14500', '+14510', '+14520', '+14530', '+14540', '+14550', '+14560', '+14570', '+14580', '+14590']"
2024_8_6]9]46]9,001440,001440,"['0', '0', '0', '0', '0', '0', '0', '619', '2505', '892', '11736', '1764', '1767', '0', '0', '0', '0', '0', '0', '0']","['-0', '-0', '-0', '-0', '-0', '-0', '-0', '+12870', '+12880', '+12890', '+12900', '+12910', '+12920', '-0', '-0', '-0', '-0', '-0', '-0', '-0']"
2024_8_6]9]46]9,001800,001800,"['33', '64', '877', '307', '53', '1', '407', '148', '145', '61', '1', '11', '66', '70', '2', '90', '2', '500', '81', '158']","['+14630', '+14640', '+14650', '+14670', '+14680', '+14730', '+14740', '+14750', '+14760', '+14770', '+14780', '+14790', '+14800', '+14820', '+14830', '+14840', '+14850', '+14860', '+14870', '+14880']"
2024_8_6]9]46]9,002350,002350,"['71', '11', '12', '51', '6', '56', '266', '11', '2', '77', '195', '305', '44', '151', '2', '286', '9', '4', '5', '33']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7640', '+7650', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780']"
2024_8_6]9]46]9,003090,003090,"['1', '1', '224', '1', '1', '1', '414', '53', '101', '29', '19', '196', '95', '80', '73', '59', '945', '50', '41', '61']","['+19690', '+19700', '+19710', '+19720', '+19730', '+19740', '+19760', '+19770', '+19790', '+19800', '+19820', '+19830', '+19840', '+19850', '+19860', '+19890', '+19900', '+19910', '+19920', '+19930']"
2024_8_6]9]46]9,010140,010140,"['4057', '1386', '2663', '9830', '1953', '2117', '18072', '11175', '7437', '1708', '18434', '26885', '22743', '39313', '51760', '17172', '50593', '52721', '221049', '10903']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]9,011200,011200,"['1484', '379', '21', '50', '51', '6688', '307', '842', '145', '172', '1565', '2269', '3909', '2746', '10010', '623', '682', '553', '1357', '3492']","['+17440', '+17450', '+17470', '+17480', '+17490', '+17500', '+17510', '+17520', '+17540', '+17550', '+17560', '+17570', '+17580', '+17590', '+17600', '+17610', '+17620', '+17630', '+17640', '+17650']"
2024_8_6]9]46]9,015760,015760,"['820', '10793', '2547', '429', '1202', '995', '2195', '1362', '1616', '469', '7018', '14963', '2035', '1154', '2646', '909', '7147', '3619', '7124', '843']","['+18890', '+18900', '+18910', '+18920', '+18930', '+18940', '+18950', '+18960', '+18970', '+18980', '+18990', '+19000', '+19010', '+19020', '+19030', '+19040', '+19050', '+19060', '+19070', '+19080']"
2024_8_6]9]46]9,020560,020560,"['1329', '130', '743', '2071', '271', '2516', '2375', '1055', '456', '145', '1110', '1153', '988', '237', '516', '363', '27', '175', '437', '310']","['+9350', '+9360', '+9370', '+9380', '+9390', '+9400', '+9410', '+9420', '+9430', '+9440', '+9450', '+9460', '+9470', '+9480', '+9490', '+9500', '+9510', '+9520', '+9530', '+9540']"
2024_8_6]9]46]9,024110,024110,"['3822', '1922', '1205', '1331', '1021', '3161', '1198', '1525', '2428', '1044', '1525', '3220', '14971', '233', '1414', '5981', '6642', '1760', '5546', '11072']","['+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13270', '+13280', '+13290', '+13300', '+13310', '+13320', '+13330', '+13340', '+13350']"
2024_8_6]9]46]9,034020,034020,"['2854', '3832', '2068', '1486', '2966', '1334', '3605', '2017', '638', '751', '4850', '7736', '5285', '5765', '10694', '7171', '6359', '2899', '5976', '9819']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]9,082740,082740,"['501', '237', '1000', '760', '316', '402', '104', '159', '794', '26', '449', '769', '395', '317', '1806', '1869', '74', '1042', '42', '2224']","['+13030', '+13040', '+13050', '+13070', '+13080', '+13090', '+13110', '+13120', '+13130', '+13140', '+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240']"
2024_8_6]9]46]9,114090,114090,"['55', '227', '101', '404', '135', '106', '1081', '517', '46', '3', '1', '313', '1024', '1064', '1099', '55', '52', '44', '512', '596']","['+11290', '+11300', '+11310', '+11330', '+11340', '+11350', '+11360', '+11370', '+11390', '+11400', '+11410', '+11420', '+11430', '+11440', '+11450', '+11460', '+11470', '+11480', '+11490', '+11500']"
2024_8_6]9]46]9,181710,181710,"['300', '400', '301', '5', '115', '105', '220', '555', '649', '6', '66', '150', '287', '190', '117', '77', '20', '10', '170', '90']","['+18760', '+18840', '+18850', '+18860', '+18870', '+18880', '+18900', '+18910', '+18920', '+18930', '+18950', '+18980', '+18990', '+19000', '+19070', '+19090', '+19100', '+19110', '+19120', '+19130']"
2024_8_6]9]46]9,271940,271940,"['35', '1020', '4', '12', '12', '28', '572', '500', '104', '31', '295', '184', '2', '3', '112', '187', '121', '5', '23', '315']","['+19990', '+20000', '+20050', '+20100', '+20150', '+20200', '+20250', '+20300', '+20350', '+20400', '+20450', '+20500', '+20550', '+20600', '+20650', '+20700', '+20750', '+20800', '+20850', '+20900']"
2024_8_6]9]46]9,300720,300720,"['17', '86', '500', '229', '555', '1', '5951', '321', '347', '458', '126', '71', '1576', '100', '9', '108', '98', '19', '200', '55']","['+13110', '+13120', '+13130', '+13140', '+13160', '+13170', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13260', '+13290', '+13300', '+13330', '+13340', '+13350', '+13360']"
2024_8_6]9]46]9,353200,353200,"['1340', '41', '10', '7', '104', '193', '118', '329', '149', '31', '234', '46', '40', '126', '6', '36', '106', '960', '1', '404']","['+19650', '+19660', '+19670', '+19700', '+19750', '+19760', '+19770', '+19780', '+19800', '+19810', '+19820', '+19830', '+19840', '+19850', '+19860', '+19870', '+19890', '+19900', '+19940', '+19950']"
2024_8_6]9]46]9,001430,001430,"['29', '11', '1', '2', '17', '12', '24', '173', '34', '50', '103', '110', '78', '14', '100', '55', '20', '175', '140', '42']","['+18110', '+18120', '+18130', '+18140', '+18150', '+18160', '+18170', '+18250', '+18260', '+18270', '+18310', '+18320', '+18330', '+18340', '+18350', '+18360', '+18370', '+18380', '+18390', '+18400']"
2024_8_6]9]46]9,001440,001440,"['0', '0', '0', '0', '0', '0', '0', '619', '2505', '742', '11736', '1764', '1767', '0', '0', '0', '0', '0', '0', '0']","['-0', '-0', '-0', '-0', '-0', '-0', '-0', '+12870', '+12880', '+12890', '+12900', '+12910', '+12920', '-0', '-0', '-0', '-0', '-0', '-0', '-0']"
2024_8_6]9]46]9,002350,002350,"['71', '11', '12', '51', '6', '56', '266', '11', '2', '77', '222', '278', '44', '151', '2', '286', '9', '4', '5', '33']","['+7490', '+7510', '+7520', '+7560', '+7580', '+7590', '+7600', '+7610', '+7620', '+7630', '+7640', '+7650', '+7670', '+7680', '+7690', '+7720', '+7730', '+7760', '+7770', '+7780']"
2024_8_6]9]46]9,003540,003540,"['46', '180', '351', '64', '1226', '36', '1037', '58', '524', '48', '39', '27', '23', '64', '21', '22', '1291', '203', '767', '830']","['+16120', '+16130', '+16140', '+16150', '+16160', '+16170', '+16180', '+16190', '+16200', '+16210', '+16220', '+16250', '+16260', '+16280', '+16290', '+16300', '+16310', '+16320', '+16330', '+16340']"
2024_8_6]9]46]9,010140,010140,"['4057', '1386', '2663', '9830', '1953', '2117', '18072', '11175', '7437', '1708', '18434', '26885', '22743', '39313', '51760', '17172', '50593', '52721', '221049', '10903']","['+10820', '+10830', '+10840', '+10850', '+10860', '+10870', '+10880', '+10890', '+10900', '+10910', '+10920', '+10930', '+10940', '+10950', '+10960', '+10970', '+10980', '+10990', '+11000', '+11010']"
2024_8_6]9]46]9,024110,024110,"['3822', '1922', '1205', '1331', '1021', '3161', '1198', '1525', '2428', '1044', '1525', '3220', '14971', '233', '1414', '5981', '6642', '1760', '5546', '11072']","['+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240', '+13250', '+13270', '+13280', '+13290', '+13300', '+13310', '+13320', '+13330', '+13340', '+13350']"
2024_8_6]9]46]9,034020,034020,"['2854', '3832', '2068', '1486', '2966', '1334', '3605', '2017', '638', '751', '4879', '7736', '5285', '5765', '10694', '7171', '6359', '2899', '5976', '9819']","['+17010', '+17020', '+17030', '+17040', '+17050', '+17060', '+17070', '+17080', '+17090', '+17100', '+17110', '+17120', '+17130', '+17140', '+17150', '+17160', '+17170', '+17180', '+17190', '+17200']"
2024_8_6]9]46]9,035250,035250,"['1441', '940', '568', '469', '227', '1457', '936', '6318', '2299', '2', '2317', '2100', '2186', '5462', '8630', '1011', '1265', '5518', '1228', '1868']","['+14050', '+14060', '+14070', '+14080', '+14090', '+14100', '+14110', '+14120', '+14130', '+14140', '+14160', '+14170', '+14180', '+14190', '+14200', '+14210', '+14220', '+14230', '+14240', '+14250']"
2024_8_6]9]46]9,082740,082740,"['501', '237', '1000', '760', '316', '402', '104', '159', '794', '26', '450', '769', '395', '317', '1806', '1869', '74', '1042', '42', '2224']","['+13030', '+13040', '+13050', '+13070', '+13080', '+13090', '+13110', '+13120', '+13130', '+13140', '+13150', '+13160', '+13170', '+13180', '+13190', '+13200', '+13210', '+13220', '+13230', '+13240']"
2024_8_6]9]46]9,088980,088980,"['875', '6351', '10190', '3933', '2199', '5560', '6164', '5083', '6016', '30', '8047', '16030', '10515', '5790', '6756', '9866', '16513', '43733', '1459', '1382']","['+11830', '+11840', '+11850', '+11860', '+11870', '+11880', '+11890', '+11900', '+11910', '+11920', '+11930', '+11940', '+11950', '+11960', '+11970', '+11980', '+11990', '+12000', '+12010', '+12020']"
2024_8_6]9]46]9,090460,090460,"['8', '633', '828', '359', '821', '212', '525', '2789', '591', '3', '13', '103', '4', '44', '228', '149', '1', '301', '1201', '501']","['+19070', '+19080', '+19090', '+19100', '+19110', '+19120', '+19130', '+19140', '+19150', '+19170', '+19180', '+19200', '+19210', '+19220', '+19240', '+19250', '+19260', '+19270', '+19280', '+19290']"
2024_8_6]9]46]9,103590,103590,"['2220', '1030', '615', '885', '664', '1284', '631', '630', '602', '139', '925', '1874', '2045', '2557', '2468', '1542', '1084', '5297', '762', '1262']","['+20950', '+21000', '+21050', '+21100', '+21150', '+21200', '+21250', '+21300', '+21350', '+21400', '+21450', '+21500', '+21550', '+21600', '+21650', '+21700', '+21750', '+21800', '+21850', '+21900']"
2024_8_6]9]46]9,114090,114090,"['205', '55', '227', '101', '404', '135', '106', '1081', '517', '30', '313', '1024', '1064', '1099', '55', '52', '44', '512', '596', '5']","['+11280', '+11290', '+11300', '+11310', '+11330', '+11340', '+11350', '+11360', '+11370', '+11400', '+11420', '+11430', '+11440', '+11450', '+11460', '+11470', '+11480', '+11490', '+11500', '+11510']"
2024_8_6]9]46]9,137310,137310,"['1858', '23', '52', '46', '59', '21', '135', '4064', '18', '55', '151', '1409', '1779', '1044', '588', '83', '195', '723', '2212', '1341']","['+9600', '+9610', '+9620', '+9630', '+9640', '+9650', '+9660', '+9670', '+9680', '+9690', '+9710', '+9720', '+9730', '+9740', '+9750', '+9760', '+9770', '+9780', '+9790', '+9800']"
