time,code,name,price,qty
11/15 12:15:37,1450,a,29900,
11/15 12:15:37,1450,a,29900,0.0
11/15 12:15:37,248070,a,-26650,3.0
11/15 12:15:37,248070,a,26800,3.0
11/15 12:15:37,1450,a,29900,
11/15 12:15:37,1450,a,29900,3.0
11/15 12:15:37,1450,a,-29700,3.0
11/15 12:15:38,1450,a,29850,3.0
11/15 12:15:38,1450,a,-29700,3.0
11/15 12:15:38,1450,a,29850,3.0
11/15 12:15:38,1450,a,29850,
11/15 12:15:38,1450,a,29850,0.0
11/15 12:15:38,1450,a,-29700,3.0
11/15 12:15:38,1450,a,29850,3.0
11/15 12:15:38,1450,a,29850,
11/15 12:15:38,105630,a,-22200,4.0
11/15 12:15:38,105630,a,22400,4.0
11/15 12:15:39,248070,a,-26650,3.0
11/15 12:15:39,248070,a,26800,3.0
11/15 12:15:39,248070,a,26800,
11/15 12:15:39,1450,a,29850,
11/15 12:15:39,1450,a,29850,3.0
11/15 12:15:39,1450,a,-29700,3.0
11/15 12:15:39,1450,a,29850,3.0
11/15 12:15:39,1450,a,29850,
11/15 12:15:39,1450,a,29850,
11/15 12:15:39,1450,a,29850,0.0
11/15 12:15:40,248070,a,-26650,3.0
11/15 12:15:40,248070,a,26800,3.0
11/15 12:15:40,248070,a,26800,
11/15 12:15:40,248070,a,26800,6.0
11/15 12:15:40,248070,a,-26650,3.0
11/15 12:15:40,248070,a,26800,3.0
11/15 12:20:3,42660,a,-25000,4.0
11/15 12:20:3,42660,a,25250,4.0
11/15 12:20:3,161390,a,-44800,2.0
11/15 12:20:3,161390,a,45050,2.0
11/15 12:20:3,42660,a,25250,
11/15 12:20:3,161390,a,45050,
11/15 12:20:3,1450,a,-29700,3.0
11/15 12:20:3,1450,a,29850,3.0
11/15 12:20:3,42660,a,-25000,4.0
11/15 12:20:3,42660,a,25250,4.0
11/15 12:20:3,161390,a,-44800,2.0
11/15 12:20:3,161390,a,45050,2.0
11/15 12:20:3,42660,a,-25000,4.0
11/15 12:20:3,42660,a,25250,4.0
11/15 12:20:3,1450,a,-29700,3.0
11/15 12:20:3,1450,a,29850,3.0
11/15 12:20:4,1450,a,-29700,3.0
11/15 12:20:4,1450,a,29850,3.0
11/15 12:20:4,42660,a,-25000,4.0
11/15 12:20:4,42660,a,25250,4.0
11/15 12:20:4,105630,a,-22200,4.0
11/15 12:22:58,248070,a,-26600,3.0
11/15 12:22:58,248070,a,26750,3.0
11/15 12:22:58,248070,a,26750,
11/15 12:22:58,248070,a,26750,
11/15 12:22:58,248070,a,26750,0.0
11/15 12:22:58,1450,a,-29700,3.0
11/15 12:22:59,1450,a,29850,3.0
11/15 12:22:59,248070,a,-26600,3.0
11/15 12:22:59,248070,a,26750,3.0
11/15 12:22:59,248070,a,26750,
11/15 12:22:59,248070,a,26750,3.0
11/15 12:22:59,248070,a,26750,
11/15 12:22:59,248070,a,26750,0.0
11/15 12:22:59,248070,a,-26600,3.0
11/15 12:22:59,248070,a,26750,3.0
11/15 12:23:0,248070,a,26750,
11/15 12:23:0,1450,a,-29700,3.0
11/15 12:23:0,1450,a,29850,3.0
11/15 12:23:0,105630,a,-22150,4.0
11/15 12:23:0,105630,a,22350,4.0
11/15 12:24:54,248070,a,-26600,3.0
11/15 12:24:54,248070,a,26750,3.0
11/15 12:24:54,248070,a,26750,
11/15 12:24:54,248070,a,26750,
11/15 12:24:54,248070,a,26750,0.0
11/15 12:24:54,105630,a,-22200,4.0
11/15 12:24:54,105630,a,22400,4.0
11/15 12:24:54,248070,a,26750,
11/15 12:24:54,248070,a,26750,1.0
11/15 12:24:54,248070,a,26750,
11/15 12:24:54,248070,a,26750,
11/15 12:24:54,248070,a,26750,2.0
11/15 12:24:54,248070,a,26750,3.0
11/15 12:24:54,1450,a,-29700,3.0
11/15 12:24:54,1450,a,29850,3.0
11/15 12:24:54,105630,a,-22200,4.0
11/15 12:24:54,105630,a,22400,4.0
11/15 12:24:54,248070,a,-26600,3.0
11/15 12:24:54,248070,a,26750,3.0
11/15 12:24:55,1450,a,-29700,3.0
11/15 12:24:55,1450,a,29850,3.0
11/15 12:24:55,248070,a,-26600,3.0
11/15 12:24:55,248070,a,26750,3.0
11/15 12:24:55,1450,a,29850,
11/15 12:24:55,1450,a,29850,0.0
11/15 12:24:55,248070,a,26750,
11/15 12:24:55,1450,a,-29700,3.0
11/15 12:24:55,1450,a,29850,3.0
11/15 12:24:55,248070,a,26750,
11/15 12:24:55,248070,a,26750,4.0
11/15 12:24:55,248070,a,26750,
11/15 12:24:55,248070,a,26750,5.0
11/15 12:24:55,248070,a,26750,
11/15 12:24:55,248070,a,26750,6.0
11/15 12:24:55,1450,a,-29700,3.0
11/15 12:24:55,1450,a,29850,3.0
11/15 12:24:55,248070,a,-26600,3.0
11/15 12:24:55,248070,a,26750,3.0
11/15 12:24:56,1450,a,-29700,3.0
11/15 12:24:56,1450,a,29850,3.0
11/15 12:24:56,1450,a,29850,
11/15 12:24:56,1450,a,29850,
11/15 12:24:56,1450,a,29850,3.0
11/15 12:24:56,1450,a,-29700,3.0
11/15 12:24:56,1450,a,29850,3.0
11/15 12:24:56,1450,a,29850,
11/15 12:24:56,1450,a,29850,0.0
11/15 12:24:56,1450,a,29850,
11/15 12:24:57,248070,a,-26600,3.0
11/15 12:24:57,248070,a,26750,3.0
11/15 12:24:57,248070,a,-26600,3.0
11/15 12:24:57,248070,a,26750,3.0
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,26750,3.0
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,26750,6.0
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,-26600,3.0
11/15 12:24:57,248070,a,26750,3.0
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,26750,3.0
11/15 12:24:57,248070,a,26750,
11/15 12:24:57,248070,a,26750,4.0
11/15 12:29:49,248070,a,-26600,3.0
11/15 12:29:49,248070,a,26750,3.0
11/15 12:29:50,248070,a,26750,
11/15 12:29:50,248070,a,26750,
11/15 12:29:50,248070,a,26750,3.0
11/15 12:29:50,248070,a,-26600,3.0
11/15 12:29:50,248070,a,26750,3.0
11/15 12:29:50,248070,a,26750,
11/15 12:29:50,248070,a,26750,0.0
11/15 12:29:50,4990,a,-29250,3.0
11/15 12:29:50,4990,a,29400,3.0
11/15 12:29:51,42660,a,-25000,4.0
11/15 12:29:51,42660,a,25250,4.0
11/15 12:29:51,1450,a,-29750,3.0
11/15 12:29:51,1450,a,29900,3.0
11/15 12:29:51,4990,a,-29250,3.0
11/15 12:29:51,4990,a,29400,3.0
11/15 12:29:51,42660,a,25250,
11/15 12:29:51,42660,a,25250,
11/15 12:29:51,42660,a,25250,4.0
11/15 12:29:51,1450,a,29900,
11/15 12:29:51,248070,a,26750,
11/15 12:29:51,248070,a,26750,3.0
11/15 12:29:51,1450,a,29900,
11/15 12:29:51,1450,a,29900,0.0
11/15 12:29:51,4990,a,29400,
11/15 12:29:51,42660,a,-25000,4.0
11/15 12:29:51,42660,a,25250,4.0
11/15 12:29:51,248070,a,-26600,3.0
11/15 12:29:51,248070,a,26750,3.0
11/15 12:29:52,42660,a,-25000,4.0
11/15 12:29:52,42660,a,25250,4.0
11/15 12:29:52,1450,a,29900,
11/15 12:29:52,1450,a,29900,2.0
11/15 12:29:52,1450,a,-29750,3.0
11/15 12:29:52,1450,a,29900,3.0
11/15 12:29:52,1450,a,29900,
11/15 12:29:53,42660,a,25250,
11/15 12:29:53,42660,a,25250,8.0
11/15 12:29:53,42660,a,25250,
11/15 12:29:53,42660,a,25250,0.0
11/15 12:29:53,42660,a,-25000,4.0
11/15 12:29:53,42660,a,25250,4.0
11/15 12:29:53,42660,a,25250,
11/15 12:29:54,1450,a,29900,
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:54,1450,a,-29750,3.0
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:54,1450,a,29900,
11/15 12:29:54,1450,a,29900,4.0
11/15 12:29:54,1450,a,-29750,3.0
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:54,1450,a,29900,
11/15 12:29:54,1450,a,29900,6.0
11/15 12:29:54,1450,a,-29750,3.0
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:54,105630,a,-22150,4.0
11/15 12:29:54,105630,a,22350,4.0
11/15 12:29:54,1450,a,-29750,3.0
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:54,1450,a,29900,
11/15 12:29:54,1450,a,29900,3.0
11/15 12:29:55,1450,a,-29750,3.0
11/15 12:29:55,1450,a,29900,3.0
11/15 12:29:55,42660,a,-25000,4.0
11/15 12:29:55,42660,a,25250,4.0
11/15 12:29:55,248070,a,-26600,3.0
11/15 12:29:55,248070,a,26750,3.0
11/15 12:29:55,1450,a,29900,
11/15 12:29:55,1450,a,29900,
11/15 12:29:55,1450,a,29900,0.0
11/15 12:29:55,1450,a,29900,
11/15 12:29:55,1450,a,29900,3.0
11/15 12:29:55,1450,a,-29750,3.0
11/15 12:29:55,1450,a,29900,3.0
11/15 12:29:55,1450,a,29900,
11/15 12:29:55,1450,a,29900,0.0
11/15 12:29:55,42660,a,25250,
11/15 12:29:55,42660,a,25250,4.0
11/15 12:29:55,42660,a,-25000,4.0
11/15 12:29:55,42660,a,25250,4.0
11/15 12:30:50,248070,a,-26600,3.0
11/15 12:30:50,248070,a,26750,3.0
11/15 12:30:50,248070,a,26750,
11/15 12:30:50,248070,a,26750,
11/15 12:30:50,248070,a,26750,0.0
11/15 12:30:51,248070,a,-26600,3.0
11/15 12:30:51,248070,a,26750,3.0
11/15 12:30:51,1450,a,-29700,3.0
11/15 12:30:51,1450,a,29850,3.0
11/15 12:30:51,105630,a,-22200,4.0
11/15 12:30:51,105630,a,22400,4.0
11/15 12:30:52,1450,a,-29700,3.0
11/15 12:30:52,1450,a,29850,3.0
11/15 12:30:52,1450,a,29850,
11/15 12:30:52,105630,a,-22200,4.0
11/15 12:30:52,105630,a,22400,4.0
11/15 12:30:52,105630,a,22400,
11/15 12:30:52,105630,a,22400,
11/15 12:30:52,105630,a,22400,4.0
11/15 12:30:52,248070,a,-26600,3.0
11/15 12:30:52,248070,a,26750,3.0
11/15 12:30:53,1450,a,29850,
11/15 12:30:53,1450,a,29850,3.0
11/15 12:30:53,1450,a,29850,
11/15 12:30:53,1450,a,-29750,3.0
11/15 12:30:53,1450,a,29900,3.0
11/15 12:30:53,248070,a,-26600,3.0
11/15 12:30:53,248070,a,26750,3.0
11/15 12:30:53,1450,a,29900,0.0
11/15 12:30:53,1450,a,-29750,3.0
11/15 12:30:53,1450,a,29900,3.0
11/15 12:30:53,42660,a,-25000,4.0
11/15 12:30:53,42660,a,25250,4.0
11/15 12:30:53,1450,a,29900,
11/15 12:30:53,105630,a,-22200,4.0
11/15 12:30:53,105630,a,22400,4.0
11/15 12:30:54,42660,a,-25000,4.0
11/15 12:30:54,42660,a,25250,4.0
11/15 12:33:9,1450,a,-29700,3.0
11/15 12:33:9,1450,a,29850,3.0
11/15 12:33:9,42660,a,-25000,4.0
11/15 12:33:9,42660,a,25250,4.0
11/15 12:33:9,248070,a,-26650,3.0
11/15 12:33:9,248070,a,26800,3.0
11/15 12:33:9,1450,a,29850,
11/15 12:33:9,42660,a,25250,
11/15 12:33:9,42660,a,25250,
11/15 12:33:9,42660,a,25250,0.0
11/15 12:33:9,248070,a,26800,
11/15 12:33:9,1450,a,-29700,3.0
11/15 12:33:9,1450,a,29850,3.0
11/15 12:33:52,1450,a,-29700,3.0
11/15 12:33:52,1450,a,29850,3.0
11/15 12:33:52,1450,a,29850,
11/15 12:33:52,1450,a,29850,
11/15 12:33:52,1450,a,29850,0.0
11/15 12:33:53,42660,a,-25000,4.0
11/15 12:33:53,42660,a,25250,4.0
11/15 12:33:53,1450,a,29850,
11/15 12:33:53,1450,a,29850,3.0
11/15 12:33:53,1450,a,-29700,3.0
11/15 12:33:53,1450,a,29850,3.0
11/15 12:33:53,1450,a,-29700,3.0
11/15 12:33:53,1450,a,29850,3.0
11/15 12:33:53,248070,a,-26650,3.0
11/15 12:33:53,248070,a,26800,3.0
11/15 12:33:53,1450,a,29850,
11/15 12:33:54,248070,a,26800,
11/15 12:33:54,248070,a,26800,
11/15 12:33:54,248070,a,26800,9.0
11/15 12:33:54,42660,a,-25000,4.0
11/15 12:33:54,42660,a,25250,4.0
11/15 12:33:54,248070,a,-26650,3.0
11/15 12:33:54,248070,a,26800,3.0
11/15 12:33:54,248070,a,26800,
11/15 12:33:54,248070,a,26800,10.0
11/15 12:33:54,1450,a,-29700,3.0
11/15 12:33:54,1450,a,29850,3.0
11/15 12:33:54,248070,a,-26650,3.0
11/15 12:33:54,248070,a,26800,3.0
11/15 12:33:54,1450,a,29850,
11/15 12:33:55,1450,a,29850,6.0
11/15 12:33:55,248070,a,26800,
11/15 12:33:55,248070,a,26800,
11/15 12:33:55,248070,a,26800,7.0
11/15 12:33:55,1450,a,-29700,3.0
11/15 12:33:55,1450,a,29850,3.0
11/15 12:33:55,4990,a,-29250,3.0
11/15 12:33:55,4990,a,29400,3.0
11/15 12:33:55,1450,a,29850,
11/15 12:33:55,1450,a,29850,0.0
11/15 12:33:55,1450,a,-29700,3.0
11/15 12:33:55,1450,a,29850,3.0
11/15 12:33:55,42660,a,-25000,4.0
11/15 12:33:55,42660,a,25250,4.0
11/15 12:33:55,1450,a,-29700,3.0
11/15 12:33:55,1450,a,29850,3.0
11/15 12:33:55,42660,a,-25000,4.0
11/15 12:33:55,42660,a,25250,4.0
11/15 12:33:55,1450,a,-29700,3.0
11/15 12:33:55,1450,a,29850,3.0
11/15 12:36:44,1450,a,-29700,3.0
11/15 12:36:45,1450,a,29850,3.0
11/15 12:36:45,42660,a,-25000,4.0
11/15 12:36:45,42660,a,25250,4.0
11/15 12:36:45,105630,a,-22200,4.0
11/15 12:36:45,105630,a,22400,4.0
11/15 12:36:45,454910,a,-48000,2.0
11/15 12:36:45,454910,a,48250,2.0
11/15 12:36:45,1450,a,29850,
11/15 12:36:45,42660,a,25250,
11/15 12:36:45,42660,a,25250,
11/15 12:36:45,42660,a,25250,0.0
11/15 12:36:45,105630,a,22400,
11/15 12:36:45,4990,a,-29250,3.0
11/15 12:36:45,4990,a,29400,3.0
11/15 12:36:45,454910,a,-48000,2.0
11/15 12:36:45,454910,a,48250,2.0
11/15 12:36:45,1450,a,29850,
11/15 12:36:45,1450,a,29850,1.0
11/15 12:36:45,1450,a,-29700,3.0
11/15 12:36:45,1450,a,29850,3.0
11/15 12:36:45,454910,a,-48000,2.0
11/15 12:36:45,454910,a,48250,2.0
11/15 12:36:45,105630,a,-22200,4.0
11/15 12:36:45,105630,a,22400,4.0
11/15 12:36:45,454910,a,-48000,2.0
11/15 12:36:45,454910,a,48250,2.0
